Date,Adj Close
2014-11-14,34.669998
2014-11-17,34.18
2014-11-18,34.189999
2014-11-19,33.450001
2014-11-20,33.349998
2014-11-21,33.75
2014-11-24,34.02
2014-11-25,33.549999
2014-11-26,33.810001
2014-11-28,33.279999
2014-12-01,32.200001
2014-12-02,32.759997999999996
2014-12-03,33.669998
2014-12-04,33.029999
2014-12-05,33.259997999999996
2014-12-08,31.610001
2014-12-09,32.009997999999996
2014-12-10,31.32
2014-12-11,31.309998999999998
2014-12-12,31.379998999999998
2014-12-15,31.440001000000002
2014-12-16,31.290001
2014-12-17,32.639998999999996
2014-12-18,34.470001
2014-12-19,34.93
2014-12-22,36.529999
2014-12-23,35.91
2014-12-24,36.389998999999996
2014-12-26,36.389998999999996
2014-12-29,35.389998999999996
2014-12-30,34.93
2014-12-31,34.880001
2015-01-02,34.73
2015-01-05,33.669998
2015-01-06,32.759997999999996
2015-01-07,33.0
2015-01-08,34.73
2015-01-09,34.529999
2015-01-12,34.16
2015-01-13,34.209998999999996
2015-01-14,33.700001
2015-01-15,33.150002
2015-01-16,35.07
2015-01-20,37.740002000000004
2015-01-21,34.110001000000004
2015-01-22,36.880001
2015-01-23,36.349998
2015-01-26,36.709998999999996
2015-01-27,37.330002
2015-01-28,37.389998999999996
2015-01-29,37.869999
2015-01-30,36.57
2015-02-02,36.470001
2015-02-03,35.880001
2015-02-04,35.689999
2015-02-05,36.639998999999996
2015-02-06,37.130001
2015-02-09,37.189999
2015-02-10,39.200001
2015-02-11,39.189999
2015-02-12,40.040001000000004
2015-02-13,39.740002000000004
2015-02-17,39.939999
2015-02-18,39.110001000000004
2015-02-19,39.169998
2015-02-20,39.240002000000004
2015-02-23,38.669998
2015-02-24,40.73
2015-02-25,40.150002
2015-02-26,41.130001
2015-02-27,40.18
2015-03-02,40.330002
2015-03-03,39.799999
2015-03-04,39.240002000000004
2015-03-05,39.349998
2015-03-06,38.110001000000004
2015-03-09,38.060001
2015-03-10,37.049999
2015-03-11,38.18
2015-03-12,37.310001
2015-03-13,36.060001
2015-03-16,36.389998999999996
2015-03-17,35.43
2015-03-18,35.419998
2015-03-19,36.669998
2015-03-20,37.16
2015-03-23,36.639998999999996
2015-03-24,35.360001000000004
2015-03-25,33.32
2015-03-26,33.200001
2015-03-27,33.91
2015-03-30,34.110001000000004
2015-03-31,33.209998999999996
2015-04-01,33.720001
2015-04-02,34.07
2015-04-06,33.669998
2015-04-07,33.669998
2015-04-08,34.25
2015-04-09,34.540001000000004
2015-04-10,35.119999
2015-04-13,35.32
2015-04-14,35.450001
2015-04-15,36.950001
2015-04-16,37.77
2015-04-17,36.810001
2015-04-20,37.060001
2015-04-21,34.810001
2015-04-22,31.9
2015-04-23,31.23
2015-04-24,30.440001000000002
2015-04-27,30.790001
2015-04-28,29.68
2015-04-29,29.84
2015-04-30,28.77
2015-05-01,29.280001000000002
2015-05-04,29.84
2015-05-05,29.1
2015-05-06,29.85
2015-05-07,30.1
2015-05-08,30.9
2015-05-11,30.93
2015-05-12,31.190001000000002
2015-05-13,32.0
2015-05-14,33.240002000000004
2015-05-15,33.09
2015-05-18,33.48
2015-05-19,32.880001
2015-05-20,33.040001000000004
2015-05-21,33.259997999999996
2015-05-22,33.599998
2015-05-26,33.509997999999996
2015-05-27,34.200001
2015-05-28,33.77
2015-05-29,33.459998999999996
2015-06-01,35.209998999999996
2015-06-02,34.599998
2015-06-03,34.959998999999996
2015-06-04,33.52
2015-06-05,33.68
2015-06-08,33.540001000000004
2015-06-09,33.439999
2015-06-10,34.650002
2015-06-11,34.740002000000004
2015-06-12,33.93
2015-06-15,32.919998
2015-06-16,32.57
2015-06-17,32.52
2015-06-18,32.939999
2015-06-19,33.209998999999996
2015-06-22,33.310001
2015-06-23,33.32
2015-06-24,32.669998
2015-06-25,31.559998999999998
2015-06-26,30.389999
2015-06-29,29.41
2015-06-30,29.58
2015-07-01,30.25
2015-07-02,29.02
2015-07-06,27.98
2015-07-07,27.610001
2015-07-08,27.549999
2015-07-09,25.809998999999998
2015-07-10,25.85
2015-07-13,25.41
2015-07-14,26.040001
2015-07-15,25.17
2015-07-16,25.190001000000002
2015-07-17,25.139999
2015-07-20,24.99
2015-07-21,25.059998999999998
2015-07-22,25.389999
2015-07-23,25.76
2015-07-24,25.450001
2015-07-27,25.200001
2015-07-28,25.33
2015-07-29,25.700001
2015-07-30,25.77
2015-07-31,26.67
2015-08-03,26.610001
2015-08-04,25.809998999999998
2015-08-05,27.91
2015-08-06,26.870001000000002
2015-08-07,26.58
2015-08-10,27.18
2015-08-11,26.139999
2015-08-12,27.040001
2015-08-13,27.280001000000002
2015-08-14,27.549999
2015-08-17,27.65
2015-08-18,27.5
2015-08-19,27.440001000000002
2015-08-20,26.74
2015-08-21,25.389999
2015-08-24,24.559998999999998
2015-08-25,24.57
2015-08-26,25.309998999999998
2015-08-27,25.68
2015-08-28,26.83
2015-08-31,27.35
2015-09-01,24.77
2015-09-02,24.809998999999998
2015-09-03,24.870001000000002
2015-09-04,24.24
2015-09-08,25.09
2015-09-09,25.209999
2015-09-10,27.08
2015-09-11,27.139999
2015-09-14,26.66
2015-09-15,28.0
2015-09-16,29.030001000000002
2015-09-17,29.35
2015-09-18,28.85
2015-09-21,28.91
2015-09-22,28.59
2015-09-23,28.540001
2015-09-24,27.790001
2015-09-25,27.799999
2015-09-28,26.92
2015-09-29,26.65
2015-09-30,27.26
2015-10-01,26.610001
2015-10-02,27.73
2015-10-05,28.809998999999998
2015-10-06,29.629998999999998
2015-10-07,31.68
2015-10-08,31.82
2015-10-09,26.9
2015-10-12,26.33
2015-10-13,26.92
2015-10-14,25.93
2015-10-15,25.99
2015-10-16,26.35
2015-10-19,26.34
2015-10-20,26.110001
2015-10-21,25.4
2015-10-22,25.49
2015-10-23,28.52
2015-10-26,27.559998999999998
2015-10-27,27.26
2015-10-28,28.389999
2015-10-29,27.940001000000002
2015-10-30,28.209999
2015-11-02,29.66
2015-11-03,29.9
2015-11-04,30.049999
2015-11-05,30.08
2015-11-06,30.780001000000002
2015-11-09,30.299999
2015-11-10,29.25
2015-11-11,26.18
2015-11-12,26.379998999999998
2015-11-13,25.49
2015-11-16,24.74
2015-11-17,24.34
2015-11-18,23.709999
2015-11-19,23.48
2015-11-20,23.4
2015-11-23,23.610001
2015-11-24,23.92
2015-11-25,24.139999
2015-11-27,24.440001000000002
2015-11-30,24.559998999999998
2015-12-01,26.16
2015-12-02,26.559998999999998
2015-12-03,26.4
2015-12-04,26.540001
2015-12-07,24.889999
2015-12-08,25.25
2015-12-09,23.940001000000002
2015-12-10,24.82
2015-12-11,24.190001000000002
2015-12-14,22.75
2015-12-15,22.860001
2015-12-16,23.23
2015-12-17,22.84
2015-12-18,22.32
2015-12-21,23.139999
2015-12-22,24.040001
2015-12-23,24.77
2015-12-24,24.66
2015-12-28,24.370001000000002
2015-12-29,24.65
2015-12-30,24.18
2015-12-31,24.51
2016-01-04,23.65
2016-01-05,23.110001
2016-01-06,22.93
2016-01-07,22.030001000000002
2016-01-08,21.959999
2016-01-11,21.52
2016-01-12,27.27
2016-01-13,25.0
2016-01-14,24.450001
2016-01-15,24.43
2016-01-19,24.780001000000002
2016-01-20,25.219998999999998
2016-01-21,24.959999
2016-01-22,25.99
2016-01-25,26.110001
2016-01-26,26.49
2016-01-27,27.280001000000002
2016-01-28,27.02
2016-01-29,29.780001000000002
2016-02-01,31.4
2016-02-02,30.860001
2016-02-03,32.119999
2016-02-04,32.299999
2016-02-05,31.969998999999998
2016-02-08,31.73
2016-02-09,30.809998999999998
2016-02-10,29.98
2016-02-11,29.719998999999998
2016-02-12,29.889999
2016-02-16,31.24
2016-02-17,32.200001
2016-02-18,32.540001000000004
2016-02-19,31.92
2016-02-22,32.32
2016-02-23,31.799999
2016-02-24,32.369999
2016-02-25,32.209998999999996
2016-02-26,32.07
2016-02-29,32.470001
2016-03-01,33.220001
2016-03-02,33.189999
2016-03-03,33.610001000000004
2016-03-04,32.630001
2016-03-07,32.830002
2016-03-08,31.379998999999998
2016-03-09,31.59
2016-03-10,31.73
2016-03-11,32.189999
2016-03-14,32.299999
2016-03-15,31.700001
2016-03-16,32.419998
2016-03-17,33.060001
2016-03-18,32.900002
2016-03-21,32.990002000000004
2016-03-22,32.990002000000004
2016-03-23,32.169998
2016-03-24,32.509997999999996
2016-03-28,32.669998
2016-03-29,33.73
2016-03-30,33.369999
2016-03-31,34.080002
2016-04-01,34.490002000000004
2016-04-04,34.029999
2016-04-05,34.18
2016-04-06,34.23
2016-04-07,33.66
2016-04-08,33.369999
2016-04-11,33.18
2016-04-12,33.130001
2016-04-13,33.830002
2016-04-14,33.32
2016-04-15,26.790001
2016-04-18,27.129998999999998
2016-04-19,27.889999
2016-04-20,27.98
2016-04-21,27.67
2016-04-22,28.51
2016-04-25,28.41
2016-04-26,28.700001
2016-04-27,28.709999
2016-04-28,28.26
2016-04-29,26.91
2016-05-02,27.15
2016-05-03,26.719998999999998
2016-05-04,26.52
2016-05-05,26.610001
2016-05-06,26.969998999999998
2016-05-09,26.879998999999998
2016-05-10,26.9
2016-05-11,26.309998999999998
2016-05-12,25.08
2016-05-13,25.030001000000002
2016-05-16,25.09
2016-05-17,24.870001000000002
2016-05-18,24.969998999999998
2016-05-19,24.48
2016-05-20,25.200001
2016-05-23,25.15
2016-05-24,25.950001
2016-05-25,25.889999
2016-05-26,25.790001
2016-05-27,26.049999
2016-05-31,26.24
2016-06-01,26.35
2016-06-02,26.42
2016-06-03,26.57
2016-06-06,26.459999
2016-06-07,25.799999
2016-06-08,25.809998999999998
2016-06-09,25.889999
2016-06-10,25.77
2016-06-13,24.799999
2016-06-14,26.27
2016-06-15,26.299999
2016-06-16,26.280001000000002
2016-06-17,26.110001
2016-06-20,26.76
2016-06-21,27.01
2016-06-22,26.41
2016-06-23,26.809998999999998
2016-06-24,25.209999
2016-06-27,23.780001000000002
2016-06-28,23.99
2016-06-29,24.370001000000002
2016-06-30,24.85
2016-07-01,24.57
2016-07-05,23.82
2016-07-06,24.16
2016-07-07,24.43
2016-07-08,25.290001
2016-07-11,25.24
2016-07-12,25.98
2016-07-13,26.07
2016-07-14,26.15
2016-07-15,26.0
2016-07-18,26.34
2016-07-19,19.02
2016-07-20,19.559998999999998
2016-07-21,20.01
2016-07-22,20.049999
2016-07-25,20.34
2016-07-26,20.98
2016-07-27,21.299999
2016-07-28,21.4
2016-07-29,21.549999
2016-08-01,21.559998999999998
2016-08-02,21.07
2016-08-03,20.540001
2016-08-04,20.42
2016-08-05,21.48
2016-08-08,21.6
2016-08-09,21.450001
2016-08-10,21.299999
2016-08-11,21.639999
2016-08-12,21.65
2016-08-15,21.75
2016-08-16,21.610001
2016-08-17,21.440001000000002
2016-08-18,21.57
2016-08-19,21.459999
2016-08-22,21.25
2016-08-23,21.620001000000002
2016-08-24,21.66
2016-08-25,21.799999
2016-08-26,21.370001000000002
2016-08-29,21.719998999999998
2016-08-30,22.059998999999998
2016-08-31,21.629998999999998
2016-09-01,22.139999
2016-09-02,22.15
2016-09-06,21.959999
2016-09-07,21.940001000000002
2016-09-08,21.459999
2016-09-09,21.09
2016-09-12,21.440001000000002
2016-09-13,21.360001
2016-09-14,21.450001
2016-09-15,21.93
2016-09-16,21.379998999999998
2016-09-19,21.719998999999998
2016-09-20,22.120001000000002
2016-09-21,22.74
2016-09-22,22.780001000000002
2016-09-23,23.49
2016-09-26,23.41
2016-09-27,23.51
2016-09-28,23.59
2016-09-29,23.24
2016-09-30,23.370001000000002
2016-10-03,23.49
2016-10-04,23.02
2016-10-05,23.15
2016-10-06,22.950001
2016-10-07,22.450001
2016-10-10,22.709999
2016-10-11,22.16
2016-10-12,22.219998999999998
2016-10-13,21.52
2016-10-14,21.370001000000002
2016-10-17,21.68
2016-10-18,21.85
2016-10-19,21.98
2016-10-20,21.889999
2016-10-21,21.459999
2016-10-24,21.700001
2016-10-25,21.950001
2016-10-26,22.15
2016-10-27,22.1
2016-10-28,24.4
2016-10-31,23.700001
2016-11-01,22.799999
2016-11-02,22.6
2016-11-03,22.35
2016-11-04,22.049999
2016-11-07,22.85
2016-11-08,22.75
2016-11-09,23.450001
2016-11-10,23.9
2016-11-11,25.5
2016-11-14,25.700001
2016-11-15,25.700001
2016-11-16,25.5
2016-11-17,25.75
2016-11-18,25.950001
2016-11-21,26.450001
2016-11-22,26.6
2016-11-23,26.75
2016-11-25,26.85
2016-11-28,26.35
2016-11-29,26.1
2016-11-30,27.35
2016-12-01,26.200001
2016-12-02,27.0
2016-12-05,27.6
2016-12-06,27.950001
2016-12-07,28.450001
2016-12-08,28.98
2016-12-09,28.5
2016-12-12,28.049999
2016-12-13,28.5
2016-12-14,28.1
2016-12-15,28.25
2016-12-16,28.299999
2016-12-19,29.0
2016-12-20,28.85
2016-12-21,28.75
2016-12-22,27.950001
2016-12-23,28.700001
2016-12-27,28.700001
2016-12-28,28.450001
2016-12-29,28.5
2016-12-30,28.049999
2017-01-03,28.450001
2017-01-04,28.85
2017-01-05,28.549999
2017-01-06,28.450001
2017-01-09,28.25
2017-01-10,28.6
2017-01-11,28.549999
2017-01-12,27.549999
2017-01-13,28.200001
2017-01-17,27.1
2017-01-18,27.299999
2017-01-19,27.15
2017-01-20,27.65
2017-01-23,27.85
2017-01-24,27.75
2017-01-25,28.450001
2017-01-26,28.549999
2017-01-27,26.700001
2017-01-30,25.5
2017-01-31,26.450001
2017-02-01,25.6
2017-02-02,25.5
2017-02-03,25.799999
2017-02-06,25.65
2017-02-07,26.1
2017-02-08,26.25
2017-02-09,26.450001
2017-02-10,26.6
2017-02-13,26.700001
2017-02-14,27.049999
2017-02-15,27.049999
2017-02-16,27.049999
2017-02-17,27.049999
2017-02-21,27.049999
2017-02-22,27.1
2017-02-23,27.4
2017-02-24,27.0
2017-02-27,26.200001
2017-02-28,26.0
2017-03-01,26.6
2017-03-02,26.6
2017-03-03,25.25
2017-03-06,25.049999
2017-03-07,25.200001
2017-03-08,24.65
2017-03-09,24.6
2017-03-10,24.950001
2017-03-13,25.0
2017-03-14,25.049999
2017-03-15,25.200001
2017-03-16,25.200001
2017-03-17,25.299999
2017-03-20,25.6
2017-03-21,24.700001
2017-03-22,25.4
2017-03-23,25.549999
2017-03-24,25.5
2017-03-27,25.25
2017-03-28,24.950001
2017-03-29,25.65
2017-03-30,25.4
2017-03-31,25.35
2017-04-03,25.049999
2017-04-04,25.0
2017-04-05,24.549999
2017-04-06,24.799999
2017-04-07,24.799999
2017-04-10,24.549999
2017-04-11,24.85
2017-04-12,24.65
2017-04-13,24.450001
2017-04-17,25.15
2017-04-18,24.4
2017-04-19,24.450001
2017-04-20,24.799999
2017-04-21,24.6
2017-04-24,24.799999
2017-04-25,24.9
2017-04-26,24.700001
2017-04-27,24.299999
2017-04-28,24.4
2017-05-01,24.450001
2017-05-02,23.75
2017-05-03,23.6
2017-05-04,24.15
2017-05-05,24.200001
2017-05-08,23.85
2017-05-09,23.65
2017-05-10,24.15
2017-05-11,24.1
2017-05-12,24.15
2017-05-15,24.450001
2017-05-16,24.4
2017-05-17,23.700001
2017-05-18,23.6
2017-05-19,24.200001
2017-05-22,24.35
2017-05-23,24.049999
2017-05-24,24.25
2017-05-25,24.5
2017-05-26,24.299999
2017-05-30,24.200001
2017-05-31,24.6
2017-06-01,24.65
2017-06-02,24.6
2017-06-05,24.35
2017-06-06,24.0
2017-06-07,23.85
2017-06-08,24.549999
2017-06-09,24.75
2017-06-12,24.9
2017-06-13,25.25
2017-06-14,24.950001
2017-06-15,24.700001
2017-06-16,24.950001
2017-06-19,24.700001
2017-06-20,24.6
2017-06-21,24.049999
2017-06-22,24.25
2017-06-23,24.549999
2017-06-26,24.4
2017-06-27,24.0
2017-06-28,24.299999
2017-06-29,24.200001
2017-06-30,24.65
2017-07-03,24.450001
2017-07-05,24.35
2017-07-06,23.950001
2017-07-07,24.450001
2017-07-10,24.35
2017-07-11,24.6
2017-07-12,25.700001
2017-07-13,26.4
2017-07-14,26.9
2017-07-17,26.4
2017-07-18,26.5
2017-07-19,26.5
2017-07-20,27.1
2017-07-21,25.700001
2017-07-24,25.25
2017-07-25,26.450001
2017-07-26,26.9
2017-07-27,27.049999
2017-07-28,26.799999
2017-07-31,26.85
2017-08-01,27.1
2017-08-02,26.950001
2017-08-03,27.049999
2017-08-04,27.1
2017-08-07,27.0
2017-08-08,26.75
2017-08-09,26.799999
2017-08-10,26.549999
2017-08-11,26.85
2017-08-14,27.35
2017-08-15,27.299999
2017-08-16,27.15
2017-08-17,26.9
2017-08-18,26.75
2017-08-21,26.35
2017-08-22,26.65
2017-08-23,27.1
2017-08-24,27.299999
2017-08-25,27.5
2017-08-28,27.35
2017-08-29,27.200001
2017-08-30,25.85
2017-08-31,26.629998999999998
2017-09-01,26.75
2017-09-05,26.549999
2017-09-06,26.6
2017-09-07,26.200001
2017-09-08,25.75
2017-09-11,25.950001
2017-09-12,25.75
2017-09-13,25.549999
2017-09-14,25.25
2017-09-15,23.35
2017-09-18,21.200001
2017-09-19,21.0
2017-09-20,20.85
2017-09-21,21.200001
2017-09-22,21.950001
2017-09-25,21.299999
2017-09-26,21.65
2017-09-27,22.299999
2017-09-28,21.9
2017-09-29,22.1
2017-10-02,23.25
2017-10-03,22.75
2017-10-04,23.0
2017-10-05,22.950001
2017-10-06,22.75
2017-10-09,22.700001
2017-10-10,22.549999
2017-10-11,22.450001
2017-10-12,22.5
2017-10-13,22.6
2017-10-16,22.450001
2017-10-17,22.1
2017-10-18,22.049999
2017-10-19,21.799999
2017-10-20,22.4
2017-10-23,22.5
2017-10-24,22.450001
2017-10-25,21.85
2017-10-26,21.700001
2017-10-27,20.48
2017-10-30,19.85
2017-10-31,19.9
2017-11-01,20.299999
2017-11-02,20.299999
2017-11-03,20.299999
2017-11-06,20.5
2017-11-07,19.799999
2017-11-08,19.75
2017-11-09,19.549999
2017-11-10,20.0
2017-11-13,19.950001
2017-11-14,19.83
2017-11-15,19.9
2017-11-16,20.25
2017-11-17,20.450001
2017-11-20,21.35
2017-11-21,21.5
2017-11-22,21.299999
2017-11-24,21.0
2017-11-27,21.299999
2017-11-28,21.85
2017-11-29,22.200001
2017-11-30,22.049999
2017-12-01,22.0
2017-12-04,22.049999
2017-12-05,21.549999
2017-12-06,21.450001
2017-12-07,21.549999
2017-12-08,21.6
2017-12-11,21.85
2017-12-12,22.0
2017-12-13,22.1
2017-12-14,21.700001
2017-12-15,22.0
2017-12-18,22.0
2017-12-19,22.15
2017-12-20,21.65
2017-12-21,21.33
2017-12-22,21.0
2017-12-26,20.75
2017-12-27,20.950001
2017-12-28,20.950001
2017-12-29,20.93
2018-01-02,21.450001
2018-01-03,21.5
2018-01-04,21.65
2018-01-05,21.700001
2018-01-08,21.799999
2018-01-09,21.25
2018-01-10,21.299999
2018-01-11,21.700001
2018-01-12,21.5
2018-01-16,21.5
2018-01-17,21.65
2018-01-18,21.5
2018-01-19,22.799999
2018-01-22,23.35
2018-01-23,22.9
2018-01-24,22.799999
2018-01-25,22.65
2018-01-26,23.85
2018-01-29,24.5
2018-01-30,24.65
2018-01-31,22.83
2018-02-01,22.58
2018-02-02,20.6
2018-02-05,19.299999
2018-02-06,19.549999
2018-02-07,19.799999
2018-02-08,18.6
2018-02-09,18.85
2018-02-12,18.799999
2018-02-13,18.4
2018-02-14,19.299999
2018-02-15,19.5
2018-02-16,19.1
2018-02-20,18.85
2018-02-21,18.15
2018-02-22,18.35
2018-02-23,18.5
2018-02-26,18.9
2018-02-27,18.6
2018-02-28,18.1
2018-03-01,18.049999
2018-03-02,18.27
2018-03-05,18.9
2018-03-06,19.35
2018-03-07,19.6
2018-03-08,19.35
2018-03-09,19.75
2018-03-12,19.5
2018-03-13,19.549999
2018-03-14,19.6
2018-03-15,19.65
2018-03-16,19.700001
2018-03-19,18.700001
2018-03-20,18.700001
2018-03-21,18.299999
2018-03-22,17.700001
2018-03-23,17.25
2018-03-26,17.1
2018-03-27,16.6
2018-03-28,16.65
2018-03-29,17.0
2018-04-02,16.35
2018-04-03,16.6
2018-04-04,16.75
2018-04-05,16.75
2018-04-06,16.549999
2018-04-09,16.35
2018-04-10,17.049999
2018-04-11,17.25
2018-04-12,17.549999
2018-04-13,17.35
2018-04-16,17.700001
2018-04-17,18.299999
2018-04-18,18.0
2018-04-19,17.75
2018-04-20,17.450001
2018-04-23,17.4
2018-04-24,17.549999
2018-04-25,17.6
2018-04-26,17.700001
2018-04-27,18.1
2018-04-30,17.700001
2018-05-01,18.25
2018-05-02,17.950001
2018-05-03,18.049999
2018-05-04,21.25
2018-05-07,23.049999
2018-05-08,24.0
2018-05-09,24.0
2018-05-10,23.799999
2018-05-11,23.4
2018-05-14,23.6
2018-05-15,23.75
2018-05-16,23.9
2018-05-17,23.950001
2018-05-18,23.65
2018-05-21,23.85
2018-05-22,23.700001
2018-05-23,23.700001
2018-05-24,23.700001
2018-05-25,23.700001
2018-05-29,24.0
2018-05-30,24.35
2018-05-31,24.1
2018-06-01,24.4
2018-06-04,24.549999
2018-06-05,25.15
2018-06-06,25.75
2018-06-07,25.6
2018-06-08,26.200001
2018-06-11,26.549999
2018-06-12,27.0
2018-06-13,26.75
2018-06-14,26.200001
2018-06-15,25.75
2018-06-18,25.5
2018-06-19,25.25
2018-06-20,25.25
2018-06-21,25.049999
2018-06-22,24.9
2018-06-25,24.1
2018-06-26,24.25
2018-06-27,23.799999
2018-06-28,23.75
2018-06-29,23.65
2018-07-02,24.549999
2018-07-03,24.1
2018-07-05,24.299999
2018-07-06,24.15
2018-07-09,24.450001
2018-07-10,24.6
2018-07-11,23.700001
2018-07-12,23.950001
2018-07-13,24.0
2018-07-16,24.200001
2018-07-17,23.950001
2018-07-18,24.200001
2018-07-19,24.25
2018-07-20,23.75
2018-07-23,23.700001
2018-07-24,23.65
2018-07-25,23.1
2018-07-26,23.200001
2018-07-27,22.200001
2018-07-30,22.15
2018-07-31,22.1
2018-08-01,21.700001
2018-08-02,21.700001
2018-08-03,21.0
2018-08-06,21.049999
2018-08-07,20.25
2018-08-08,19.65
2018-08-09,20.129998999999998
2018-08-10,19.799999
2018-08-13,19.950001
2018-08-14,19.700001
2018-08-15,18.75
2018-08-16,19.15
2018-08-17,18.85
2018-08-20,18.950001
2018-08-21,18.35
2018-08-22,15.65
2018-08-23,17.24
2018-08-24,16.379998999999998
2018-08-27,17.25
2018-08-28,19.48
2018-08-29,20.15
2018-08-30,20.65
2018-08-31,20.51
2018-09-04,20.450001
2018-09-05,19.75
2018-09-06,20.0
2018-09-07,20.24
2018-09-10,20.02
2018-09-11,19.77
2018-09-12,19.799999
2018-09-13,20.0
2018-09-14,20.1
2018-09-17,20.469998999999998
2018-09-18,20.549999
2018-09-19,20.67
2018-09-20,21.200001
2018-09-21,20.700001
2018-09-24,19.91
2018-09-25,21.32
2018-09-26,21.0
2018-09-27,20.559998999999998
2018-09-28,20.610001
2018-10-01,21.5
2018-10-02,21.459999
2018-10-03,21.4
2018-10-04,12.6
2018-10-05,12.4
2018-10-08,14.75
2018-10-09,12.46
2018-10-10,12.8
2018-10-11,13.05
2018-10-12,13.11
2018-10-15,13.77
2018-10-16,13.34
2018-10-17,13.55
2018-10-18,13.38
2018-10-19,14.1
2018-10-22,14.7
2018-10-23,14.65
2018-10-24,14.7
2018-10-25,14.76
2018-10-26,14.4
2018-10-29,13.3
2018-10-30,13.0
2018-10-31,13.1
2018-11-01,13.79
2018-11-02,13.75
2018-11-05,12.36
2018-11-06,12.37
2018-11-07,12.07
2018-11-08,11.65
2018-11-09,12.14
2018-11-12,11.78
2018-11-13,11.74
2018-11-14,12.05
2018-11-15,12.42
2018-11-16,14.3
2018-11-19,13.75
2018-11-20,13.4
2018-11-21,13.48
2018-11-23,13.98
2018-11-26,13.52
2018-11-27,13.9
2018-11-28,14.05
2018-11-29,14.5
2018-11-30,14.9
2018-12-03,14.95
2018-12-04,14.79
2018-12-06,15.9
2018-12-07,16.25
2018-12-10,16.35
2018-12-11,16.5
2018-12-12,16.0
2018-12-13,16.299999
2018-12-14,16.65
2018-12-17,15.35
2018-12-18,15.05
2018-12-19,14.9
2018-12-20,14.9
2018-12-21,14.01
2018-12-24,14.08
2018-12-26,14.06
2018-12-27,13.98
2018-12-28,13.9
2018-12-31,13.8
2019-01-02,15.1
2019-01-03,15.7
2019-01-04,15.56
2019-01-07,15.7
2019-01-08,15.6
2019-01-09,15.53
2019-01-10,15.53
2019-01-11,15.03
2019-01-14,15.34
2019-01-15,15.1
2019-01-16,14.95
2019-01-17,14.8
2019-01-18,15.0
2019-01-22,14.72
2019-01-23,14.9
2019-01-24,14.98
2019-01-25,14.95
2019-01-28,14.75
2019-01-29,14.95
2019-01-30,15.07
2019-01-31,15.1
2019-02-01,15.26
2019-02-04,15.3
2019-02-05,15.74
2019-02-06,15.66
2019-02-07,15.35
2019-02-08,15.4
2019-02-11,15.45
2019-02-12,16.200001
2019-02-13,16.35
2019-02-14,16.15
2019-02-15,19.76
2019-02-19,19.969998999999998
2019-02-20,19.200001
2019-02-21,19.33
2019-02-22,19.74
2019-02-25,19.67
2019-02-26,19.389999
2019-02-27,19.1
2019-02-28,19.120001000000002
2019-03-01,19.549999
2019-03-04,19.549999
2019-03-05,19.75
2019-03-06,19.200001
2019-03-07,19.459999
2019-03-08,19.450001
2019-03-11,19.5
2019-03-12,19.6
2019-03-13,19.799999
2019-03-14,20.030001000000002
2019-03-15,20.08
2019-03-18,20.299999
2019-03-19,20.26
2019-03-20,20.5
2019-03-21,20.700001
2019-03-22,20.6
2019-03-25,20.9
2019-03-26,20.860001
2019-03-27,20.950001
2019-03-28,21.0
2019-03-29,21.129998999999998
2019-04-01,21.9
2019-04-02,21.950001
2019-04-03,22.02
2019-04-04,22.01
2019-04-05,22.030001000000002
2019-04-08,22.0
2019-04-09,21.99
2019-04-10,21.9
2019-04-11,22.0
2019-04-12,21.969998999999998
2019-04-15,22.01
2019-04-16,22.0
2019-04-17,22.1
2019-04-18,21.969998999999998
2019-04-22,21.969998999999998
2019-04-23,22.15
2019-04-24,22.190001000000002
2019-04-25,22.25
2019-04-26,22.200001
2019-04-29,22.299999
2019-04-30,22.42
2019-05-01,22.85
2019-05-02,22.41
2019-05-03,22.5
2019-05-06,22.5
2019-05-07,22.1
2019-05-08,21.299999
2019-05-09,21.0
2019-05-10,20.110001
2019-05-13,19.65
2019-05-14,19.91
2019-05-15,20.389999
2019-05-16,20.02
2019-05-17,19.85
2019-05-20,19.950001
2019-05-21,20.07
2019-05-22,20.16
2019-05-23,19.85
2019-05-24,19.91
2019-05-28,19.68
2019-05-29,19.219998999999998
2019-05-30,19.33
2019-05-31,19.0
2019-06-03,19.299999
2019-06-04,19.0
2019-06-05,18.85
2019-06-06,18.299999
2019-06-07,18.35
2019-06-10,18.459999
2019-06-11,18.370001000000002
2019-06-12,18.18
2019-06-13,17.389999
2019-06-14,17.540001
2019-06-17,18.0
2019-06-18,18.4
2019-06-19,18.700001
2019-06-20,19.030001000000002
2019-06-21,19.059998999999998
2019-06-24,19.4
2019-06-25,19.049999
2019-06-26,19.190001000000002
2019-06-27,19.190001000000002
2019-06-28,19.35
2019-07-01,19.280001000000002
2019-07-02,19.049999
2019-07-03,18.92
2019-07-05,18.610001
2019-07-08,18.610001
2019-07-09,18.65
2019-07-10,19.200001
2019-07-11,18.85
2019-07-12,18.58
2019-07-15,18.700001
2019-07-16,19.200001
2019-07-17,18.76
2019-07-18,18.6
2019-07-19,19.0
2019-07-22,19.5
2019-07-23,19.110001
2019-07-24,19.26
2019-07-25,18.9
2019-07-26,18.66
2019-07-29,18.719998999999998
2019-07-30,18.52
2019-07-31,18.309998999999998
2019-08-01,18.139999
2019-08-02,17.0
